Time,Centering Input,Distance Input,Centering Output,Distance Output
36.06738829612732,-6,0,61,-27007
36.542964458465576,-7,0,70,-27192
37.02246928215027,-8,0,83,-27270
37.54429078102112,-8,0,88,-27036
38.0194149017334,-8,0,80,-27120
38.48694467544556,-3,0,35,-27231
38.95450019836426,0,0,9,-26934
39.43079972267151,0,0,4,-26934
39.90595197677612,0,0,9,-27080
40.374367237091064,-2,0,27,-27000
40.837130308151245,-2,0,28,-27040
41.31460428237915,-2,0,28,-27007
41.78946542739868,-2,0,28,-27007
42.264052391052246,-2,0,27,-27080
42.72977161407471,-2,0,22,-27378
43.22095060348511,-2,0,21,-27416
43.694151163101196,-2,0,21,-27378
44.17718958854675,-2,0,22,-27378
44.657909870147705,-2,0,22,-27454
45.120299100875854,-2,0,23,-27521
45.581536054611206,-2,0,24,-27416
46.066760540008545,-2,0,26,-27492
46.5437695980072,0,0,2,-27568
47.02004599571228,0,0,-8,-27732
47.49214839935303,0,0,-7,-27876
47.95661401748657,0,0,-7,-27876
48.41825747489929,0,0,-8,-27970
48.88789963722229,0,0,-7,-27876
49.388983726501465,0,0,-6,-27768
49.862430572509766,0,0,-5,-27830
50.3422429561615,0,0,-4,-27960
50.80901122093201,0,0,-1,-27994
51.286059856414795,0,0,-3,-27960
51.76365852355957,0,0,-4,-27840
52.21855974197388,0,0,-5,-27900
52.68452167510986,0,0,-4,-27795
53.15816259384155,0,0,-4,-27858
53.63666105270386,0,0,0,-27935
54.129109144210815,0,0,1,-27935
54.60573387145996,0,0,2,-27912
55.07029318809509,0,0,4,-27900
55.534393310546875,0,0,4,-27970
56.000428438186646,0,0,4,-27900
56.46160078048706,0,0,4,-27912
56.90899968147278,0,0,5,-27912
57.374502658843994,0,0,6,-27912
57.84090542793274,0,0,6,-27840
58.30903458595276,0,0,6,-27830
58.780060052871704,0,0,5,-27970
59.23782229423523,0,0,5,-27758
59.71467471122742,0,0,0,-27865
60.19559860229492,0,0,-4,-27768
60.677857398986816,0,0,-7,-27840
61.170403480529785,0,0,-6,-27830
61.707359313964844,0,0,-6,-27768
62.18703746795654,0,0,-5,-27804
62.66489768028259,0,0,-5,-27795
63.13849353790283,0,0,-5,-27768
63.617610931396484,0,0,-6,-27840
64.11214089393616,0,0,-6,-27804
64.59550142288208,0,0,-6,-27768
65.08020186424255,0,0,-8,-27804
65.56346082687378,0,0,-8,-27840
66.04282712936401,0,0,-4,-27804
66.53432846069336,0,0,-2,-27795
66.99617528915405,0,0,-2,-27830
67.48393177986145,0,0,-1,-27865
67.99072027206421,-2,0,29,-26861
68.47421050071716,-4,0,44,-25200
68.96327567100525,-14,0,144,-20208
69.44939637184143,-18,0,187,-18768
69.93709635734558,-18,0,186,-19158
70.41438841819763,-16,0,161,-19220
70.89446330070496,-11,0,112,-20273
71.39128875732422,-5,0,53,-20900
71.87401843070984,0,0,-6,-20754
72.35290575027466,3,0,-37,-20410
72.84758448600769,4,0,-47,-19848
73.33397626876831,5,0,-50,-19425
73.81944799423218,4,0,-48,-18378
74.307213306427,5,0,-58,-18378
74.7887454032898,6,0,-65,-18222
75.2602288722992,8,0,-89,-17992
75.74114489555359,9,0,-96,-18160
76.2301185131073,10,0,-104,-19436
76.7075445652008,11,0,-110,-17769
77.19938278198242,12,0,-123,-18150
77.68498134613037,12,0,-128,-18640
78.16562008857727,12,0,-126,-19707
